id;cclaart;csubcla;ncorart;cequiv;tcor;tabr;cuni;cpreuni;qfaccon;qfaccon1;flagcre;fcre;fanu;frec;qprecio;qpresie;qsaldis;qsalcom;flagenv;qbot;qbot1;ccodenv;preliq;npeso;cequire;qpuntos;ctiblje;ccblje;cescom;cc01;cc02;cc03;cc04;cc05;qpisc;qcapac;qunafe;qimpcap;qpreref;crubcj;qfaccon2;qbot2;cum1;cum2;cgprnk;qprecos;ccodud1;ccodud2;flagcom;flagcop;qprecio2;qprecio3;qprecio4;qprecio5;qprecio6;qprecio7;cuser;cidpr;fupgr;tupgr;tipo_producto_id;created_at;updated_at
1;0;0;1;1;PELOTITAS CJX24BOLX110UNI;PELOTITAS CJ;9;13;24;24;-;\N;6/12/2024;6/12/2024;208.8;0;4863.08;0;*;24;24;\N;1;0;1;0;4;\N;1;1;1;\N;5;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;1;\N;N;N;183;0;0;0;0;0;ALMACEN03;PANU_01    M;6/12/2024;14:12:15;1;30/12/2024 16:44;30/12/2024 16:44
47038;0;0;2;2;PANETON W.1BOL+1U.TAZA+2U.ABUE;2;9;\N;1;1;1;12/09/2024;26/12/2024;26/12/2024;20;0;101076;0;*;0.01;1;\N;1;0;2;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;1;1;1;1;0.03;2;\N;N;N;20;0;0;0;0;0;ALMACEN03;PANU_01    M;26/12/2024;14:17:11;1;30/12/2024 16:45;30/12/2024 16:45
2;0;0;3;3;MINISAURIOS CJX30DISX24UNI;DINOSAURIOS;9;11;30;30;-;\N;19/11/2024;9/12/2024;315;0;999.2;0;*;24;24;\N;1;0;3;0;4;\N;1;1;1;\N;5;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;3;\N;N;N;274;0;0;0;0;0;ALMACEN03;PANU_01    M;9/12/2024;14:37:23;1;30/12/2024 16:44;30/12/2024 16:44
3;0;0;4;4;PIRATAS CJX30DISX24UNI;PIRATAS CJX2;9;11;30;30;-;\N;15/05/2023;17/05/2023;315;0;100.06;0;*;24;24;\N;1;0;4;0;4;\N;1;1;1;\N;5;1;0;0;0;0;0;\N;30;24;1;1;1;0.008;4;\N;N;N;274;0;0;0;0;0;SISTEMA2;FMUEV01    M;9/07/2024;10:41:40;1;30/12/2024 16:44;30/12/2024 16:44
4;0;0;5;5;CHOCOYOGURT CJX20BOLX24UNI;CHOCOYOGURT;9;13;20;20;-;\N;6/11/2024;8/11/2024;220;0;4948.03;0;*;24;24;\N;1;0;5;0;4;\N;1;1;1;\N;5;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;5;\N;N;N;192;0;0;0;0;0;ALMACEN03;PANU_01    M;8/11/2024;14:52:36;1;30/12/2024 16:44;30/12/2024 16:44
5;0;0;6;6;BURBUJITAS CJX20BOLX24UNI;BURBUJITAS C;9;13;20;20;-;\N;6/11/2024;8/11/2024;220;0;4988.08;0;*;24;24;\N;1;0;6;0;4;\N;1;1;1;\N;5;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;6;\N;N;N;192;0;0;0;0;0;ALMACEN03;PANU_01    M;8/11/2024;14:52:37;1;30/12/2024 16:44;30/12/2024 16:44
951;0;0;7;7;MINIS NIKOLO 1CJ +2 BOLSA;7;9;\N;1;1;1;11/10/2024;2/12/2024;9/11/2024;108;0;10023;0;*;0.01;1;\N;1;0;7;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;7;\N;N;N;89.5;0;0;0;0;0;SISTEMA2;PANU_01    M;2/12/2024;10:44:04;1;30/12/2024 16:45;30/12/2024 16:45
952;0;0;8;8;BONI.2CERRITOS STD DISPLAY;8;9;\N;1;1;1;19/09/2023;19/09/2023;\N;0.01;0;75;0;*;0.01;1;\N;1;0;8;0;4;\N;1;1;1;\N;5;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;8;\N;N;N;0.01;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
472;0;0;9;9;BONIF.1 UNID PICARA;9;9;\N;1;1;1;10/01/2024;7/02/2024;\N;0.01;0;1338;0;*;0.01;1;\N;1;0;9;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;9;\N;N;N;0.01;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
484;0;0;10;10;BONI.LANYER;BON LANY;15;\N;1;1;1;18/11/2021;18/11/2021;\N;0.01;0;0;0;*;0.01;1;\N;1;0;10;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;10;\N;N;N;0.01;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
485;0;0;11;11;GALLETA DUCALES FAM 1UN+1UN UNTADOR;DUCALES;15;\N;1;1;1;18/11/2021;10/12/2021;25/11/2021;4.4;0;0;0;*;0.01;1;\N;1;0;11;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;1;2;1;1;0.008;11;\N;N;N;4.4;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
701;0;0;12;12;PICARA CHIP 1PACK+1UN.PIC.;12;9;\N;1;1;1;1/03/2023;3/07/2023;1/06/2023;4.95;0;0;0;*;0.01;1;\N;1;0;12;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;12;\N;N;N;4.95;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
702;0;0;13;13;PICARA EXTREMA 1PCK+1U.PIC.;13;9;\N;1;1;1;1/03/2023;3/07/2023;16/06/2023;4.95;0;0;0;*;0.01;1;\N;1;0;13;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;13;\N;N;N;4.95;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
703;0;0;14;14;PICARA FRESA 1PACK+1UN.PIC.;14;9;\N;1;1;1;1/03/2023;3/07/2023;1/06/2023;4.95;0;0;0;*;0.01;1;\N;1;0;14;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;14;\N;N;N;4.95;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
868;0;0;15;15;MUSS CJX12DISX24UNI;15;9;\N;12;1;-;10/07/2023;3/05/2024;4/05/2024;150;0;51.02;0;*;0.01;1;\N;1;0;15;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;15;\N;N;N;131;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
321;0;0;16;16;MUNICION CJX6UNIX500GR;MUNICION;9;\N;6;6;-;9/01/2021;22/10/2024;30/10/2024;30.6;0;178;0;*;24;24;\N;1;0;16;0;4;\N;1;1;1;\N;40;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;16;\N;N;N;26;0;0;0;0;0;ALMACEN03;FMUEV01    M;27/12/2024;15:55:23;1;30/12/2024 16:44;30/12/2024 16:44
435;0;0;17;17;PANETON W.BS 850G+2UN.COCOA10G;BON SANG;9;\N;1;1;1;4/09/2021;27/11/2024;5/11/2024;20;0;100005;0;*;0.01;1;\N;1;0;17;0;4;\N;2;1;1;\N;12;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;17;\N;N;N;20;0;0;0;0;0;SISTEMA2;PANU_01    M;27/11/2024;08:04:11;1;30/12/2024 16:44;30/12/2024 16:44
322;0;0;18;18;GALLETA LATA COSTA CJX18UNI;G LATA C;9;\N;18;18;-;9/01/2021;13/12/2021;13/12/2021;378;0;100;0;*;24;24;\N;1;0;18;0;4;\N;1;1;1;\N;1;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;18;\N;N;N;325;0;0;0;0;0;SISTEMA2;FMUEV01    M;26/12/2024;07:53:22;1;30/12/2024 16:44;30/12/2024 16:44
436;0;0;19;19;ZUKO 15GR 24CJ+1CJ;ZUKO15GR;9;\N;1;1;1;6/09/2021;4/05/2024;4/05/2024;2208;0;6;0;*;24;24;\N;1;0;19;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;24;1;1;1;0.008;19;\N;N;N;2016;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
6;0;0;20;20;K-CHIPUM CJX30BOLX120UNI;K-CHIPUM CJX;9;13;30;30;-;\N;15/05/2024;20/05/2024;144;0;4970.23;0;*;24;24;\N;1;0;20;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;20;\N;N;N;122;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
7;0;0;21;21;KATABOOM CJX18DISX100UNI;KATABOOM CJX;9;11;18;18;-;\N;26/03/2024;27/03/2024;153;0;1804.01;0;*;24;24;\N;1;0;21;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;21;\N;N;N;137;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
8;0;0;22;22;CENTRO LIQUIDO CJX16DISX40UNI;CENTRO L QUI;9;11;16;16;-;\N;6/05/2024;8/05/2024;116.8;0;4917.08;0;*;24;24;\N;1;0;22;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;22;\N;N;N;106;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
48020;0;0;23;23;GUSANO ACI.GRANEL CJX20BLX480G;23;9;\N;20;1;-;8/07/2024;22/11/2024;25/11/2024;158;0;10000;0;*;0.01;1;\N;1;0;23;0;4;\N;1;1;1;\N;1;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;23;\N;N;N;140;0;0;0;0;0;SISTEMA2;FMUEV01    M;26/12/2024;08:04:56;1;30/12/2024 16:45;30/12/2024 16:45
9;0;0;24;24;CHICHISTE STD CJX30DISX100UNI;CHICHISTE ST;9;11;30;30;-;\N;19/06/2024;3/07/2024;237;0;4904.23;0;*;24;24;\N;1;0;24;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;24;\N;N;N;205.5;0;0;0;0;0;ALMACEN02;PANU_01    M;3/07/2024;14:04:31;1;30/12/2024 16:44;30/12/2024 16:44
869;0;0;25;25;BONBON BUM MISTERY CJX15BSX24U;25;9;\N;15;1;1;10/07/2023;27/06/2024;24/02/2024;100.5;0;992;0;*;0.01;1;\N;1;0;25;0;4;\N;1;1;1;\N;14;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;25;\N;N;N;86;0;0;0;0;0;SISTEMA2;PANU_01    M;27/06/2024;07:48:18;1;30/12/2024 16:44;30/12/2024 16:44
58911;0;0;26;26;BONI.SAPITO CLASICO DISPLAY 1DSP;26;9;\N;1;1;1;24/11/2023;24/11/2023;\N;0.01;0;34;0;*;0.01;1;\N;1;0;26;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;26;\N;N;N;0.01;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
96035;0;0;27;27;GRANUTS KRAKS LIMON CJX12TIRAS;GRAKRALI;9;\N;12;12;-;10/01/2024;10/01/2024;10/01/2024;60;0;980.09;0;*;24;24;\N;1;0;27;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;27;\N;N;N;54;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
10;0;0;28;28;BOOGIE ICE GDE STDCJX38DPX22UN;BOOGIE ICE G;9;11;38;38;-;\N;1/10/2024;8/10/2024;380;0;1977.32;0;*;24;24;\N;1;0;28;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;28;\N;N;N;335;0;0;0;0;0;ALMACEN03;PANU_01    M;8/10/2024;15:57:43;1;30/12/2024 16:44;30/12/2024 16:44
11;0;0;29;29;BOOGIE ICE TAPER CJX6TAPX240UN;BOOGIE ICE T;9;14;6;6;-;\N;31/07/2024;1/08/2024;129;0;22.03;0;*;24;24;\N;1;0;29;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;29;\N;N;N;115;0;0;0;0;0;ALMACEN03;PANU_01    M;1/08/2024;15:35:46;1;30/12/2024 16:44;30/12/2024 16:44
12;0;0;30;30;GLOBOPOP LED CJX12DISX20UNI;GLOBO POP LE;9;11;12;12;-;\N;20/05/2023;2/06/2023;145.2;0;825.06;0;*;24;24;\N;1;0;30;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;30;\N;N;N;127;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
13;0;0;31;31;GLOBOPOP STD CJX30BOLX24UNI;GLOBOPOP STD;9;13;30;30;-;\N;31/07/2024;1/08/2024;201;0;467.21;0;*;24;24;\N;1;0;31;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;31;\N;N;N;177;0;0;0;0;0;ALMACEN03;PANU_01    M;1/08/2024;14:09:31;1;30/12/2024 16:44;30/12/2024 16:44
14;0;0;32;32;GLOBOPOP FRESA CJX30BOLX24UNI;GLOBOPOP FRE;9;13;30;30;-;\N;17/05/2023;17/05/2023;201;0;727.28;0;*;24;24;\N;1;0;32;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;32;\N;N;N;177;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
15;0;0;33;33;GLOBOPOP TRI CJX30BOLX24UNI;GLOBOPOP TRI;9;13;30;30;-;\N;5/11/2024;5/11/2024;201;0;1008.1;0;*;24;24;\N;1;0;33;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;33;\N;N;N;177;0;0;0;0;0;ALMACEN03;PANU_01    M;5/11/2024;16:10:03;1;30/12/2024 16:44;30/12/2024 16:44
54933;0;0;34;34;BONI.SAPITO HIERRO 1BS;34;9;\N;1;1;1;22/11/2023;22/11/2023;\N;0.01;0;867;0;*;0.01;1;\N;1;0;34;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;34;\N;N;N;0.01;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
16;0;0;35;35;GLOBOPOP MARACUYA CJX30BLX24UN;GLOBO PO MAR;9;13;30;30;-;\N;18/10/2024;18/10/2024;201;0;4984.03;0;*;24;24;\N;1;0;35;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;35;\N;N;N;177;0;0;0;0;0;ALMACEN03;PANU_01    M;18/10/2024;15:49:26;1;30/12/2024 16:44;30/12/2024 16:44
17;0;0;36;36;ICCE STD CJX41DISX120UNI;ICCE STD CJX;9;11;41;41;-;\N;3/05/2024;4/05/2024;389.5;0;4862.27;0;*;24;24;\N;1;0;36;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;36;\N;N;N;338;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
13692;0;0;37;37;BOLSON SURTIDO CJX6BOLX1K;37;9;\N;6;1;-;17/10/2023;30/10/2024;8/11/2024;96;0;5081.01;0;*;0.01;1;\N;1;0;37;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;37;\N;N;N;78;0;0;0;0;0;SISTEMA2;PANU_01    M;8/11/2024;08:02:48;1;30/12/2024 16:44;30/12/2024 16:44
13691;0;0;38;38;HALLOWEEN CALABAZA CJX18BX100U;38;9;\N;18;1;1;17/10/2023;1/06/2024;13/12/2023;90;0;0;0;*;0.01;1;\N;1;0;38;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;38;\N;N;N;74;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
486;0;0;39;39;CHOCOLATE TAZA CLASICO;CHOCOTAZ;9;\N;18;18;1;24/11/2021;5/07/2022;20/06/2022;274.5;0;0;0;*;24;24;\N;1;0;39;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;6;24;2;1;1;0.008;39;\N;N;N;252;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
666;0;0;40;40;BONI.BONOBON FRESA 1DSP;40;9;\N;1;1;1;25/10/2022;25/10/2022;\N;0.01;0;71;0;*;1;1;\N;1;0;40;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;40;\N;N;N;0.01;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
207;0;0;41;41;GLOBOPOP YOGURT CJX30BOLX24UNI;GLOBO YO;9;\N;30;30;-;14/08/2018;8/06/2024;4/09/2024;201;0;19.26;0;*;24;24;\N;1;0;41;0;4;\N;1;1;1;\N;2;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;41;\N;N;N;177;0;0;0;0;0;ALMACEN03;PANU_01    M;4/09/2024;14:43:54;1;30/12/2024 16:44;30/12/2024 16:44
13690;0;0;42;42;PICARAS XL CJ X 24 UNI;42;9;\N;24;1;-;17/10/2023;20/05/2024;24/05/2024;29.8;0;9695.11;0;*;0.01;1;\N;1;0;42;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;42;\N;N;N;26.5;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
658;0;0;43;43;GUSANO DUL.GRANEL CJX20BLX480G;43;9;\N;20;1;1;8/07/2024;15/11/2024;15/11/2024;158;0;10000;0;*;0.01;1;\N;1;0;43;0;4;\N;1;1;1;\N;1;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;43;\N;N;N;140;0;0;0;0;0;SISTEMA2;FMUEV01    M;26/12/2024;08:05:12;1;30/12/2024 16:45;30/12/2024 16:45
437;0;0;44;44;COCOA 23GR 1DIS+1UNI.CHOC.TAZA;COCOACHO;9;\N;1;1;1;6/09/2021;4/10/2021;6/09/2021;17.8;0;0;0;*;24;24;\N;1;0;44;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;24;1;1;1;0.008;44;\N;N;N;17.8;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
438;0;0;45;45;PANETON W.BOL 12UNI+1UNI 900GR;PNTON900;9;\N;1;1;1;6/09/2021;1/12/2023;18/09/2023;246;0;7;0;*;24;24;\N;1;0;45;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;24;1;1;1;0.008;45;\N;N;N;236;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
439;0;0;46;46;PNTON W.BOL.24U+2U+12U.CO.11GR;PNTONWBL;9;\N;1;1;1;6/09/2021;30/09/2021;30/09/2021;407.2;0;0;0;*;24;24;\N;1;0;46;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;24;1;1;1;0.008;46;\N;N;N;407.2;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
440;0;0;47;47;PNTON W.BOL 24UN+2UN+8UN.PIC;PNTONWPI;9;\N;1;1;1;6/09/2021;30/09/2021;10/09/2021;407.2;0;0;0;*;24;24;\N;1;0;47;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;24;1;1;1;0.008;47;\N;N;N;407.2;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
441;0;0;48;48;CHINCHIN 16GR 1DIS+1UNID;CHINDISU;9;\N;1;1;1;6/09/2021;3/04/2023;1/03/2023;13.9;0;0;0;*;24;24;\N;1;0;48;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;24;1;1;1;0.008;48;\N;N;N;13.9;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
442;0;0;49;49;COCOA 11GR 2DISP+1TIR.CHOCOLIS;COCOACHO;9;\N;1;1;1;6/09/2021;11/01/2022;11/01/2022;43.6;0;0;0;*;24;24;\N;1;0;49;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;0;2;1;1;1;0.008;49;\N;N;N;43.6;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
47039;0;0;50;50;RELLENAS CHOCOFRESA CJX5PAKX8U;50;9;\N;5;1;-;5/11/2024;\N;\N;14.9;0;10027.03;0;*;0.01;1;\N;1;0;50;0;4;\N;1;1;1;\N;40;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;50;\N;N;N;13.9;0;0;0;0;0;ALMACEN03;FMUEV01    M;28/12/2024;15:39:00;1;30/12/2024 16:45;30/12/2024 16:45
47040;0;0;51;51;RELLENAS LIMON CJX5PAKX8UNI;51;9;\N;5;1;-;5/11/2024;\N;\N;14.9;0;10026.04;0;*;0.01;1;\N;1;0;51;0;4;\N;1;1;1;\N;40;1;0;0;0;0;0;\N;1;1;1;1;1;0.008;51;\N;N;N;13.9;0;0;0;0;0;ALMACEN03;FMUEV01    M;28/12/2024;15:39:04;1;30/12/2024 16:45;30/12/2024 16:45
456;0;0;52;52;CHOCOLISTO TIRAX6UNI + 1UNI;CHOCOLIS;11;\N;1;1;1;4/10/2021;1/08/2024;1/07/2024;4;0;9377;0;*;24;24;\N;1;0;52;0;4;\N;1;1;1;\N;12;1;0;0;0;0;0;\N;1;24;2;1;999;0.008;52;\N;N;N;3.2;0;0;0;0;0;SISTEMA2;PANU_01    M;1/08/2024;12:11:26;5;30/12/2024 16:44;30/12/2024 16:44
699;0;0;53;53;BONI.NIKOLO CLASICO 1DSP;53;9;\N;1;1;1;7/06/2024;7/06/2024;\N;0.01;0;5000;0;*;0.01;1;\N;1;0;53;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;53;\N;N;N;0.01;0;0;0;0;0;SISTEMA2;PANU_01    M;7/06/2024;09:51:15;1;30/12/2024 16:45;30/12/2024 16:45
667;0;0;54;54;MULTIPACK BONOBON 1CJ +2BLS;54;9;\N;1;1;1;7/11/2024;4/12/2024;4/12/2024;140;0;100052;0;*;0.01;1;\N;1;0;54;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.405;54;\N;N;N;118;0;0;0;0;0;SISTEMA2;PANU_01    M;4/12/2024;17:29:35;1;30/12/2024 16:45;30/12/2024 16:45
18;0;0;55;55;ADAMS CHICO CJX54DISX100UNI;ADAMS CHICO;9;11;54;54;-;\N;28/11/2023;20/12/2023;1177.2;0;999.1;0;*;24;24;\N;1;0;55;0;4;\N;1;1;1;\N;3;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;55;\N;N;N;990;0;0;0;0;0;SISTEMA2;FMUEV01    M;14/09/2024;11:24:11;1;30/12/2024 16:44;30/12/2024 16:44
19;0;0;56;56;ADAMS GRANDE CJX50DISX20UNI;ADAMS GRANDE;9;11;50;50;-;\N;14/12/2023;19/12/2023;1100;0;32.21;0;*;24;24;\N;1;0;56;0;4;\N;1;1;1;\N;3;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;56;\N;N;N;930;0;0;0;0;0;SISTEMA2;FMUEV01    M;14/09/2024;11:26:22;1;30/12/2024 16:44;30/12/2024 16:44
20;0;0;57;57;ADAMS-CLORETCHICOSTDCJX54DPX100UN;ADAMS-CLORET;9;11;54;54;-;\N;4/12/2023;20/12/2023;1177.2;0;32.3;0;*;24;24;\N;1;0;57;0;4;\N;1;1;1;\N;3;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;57;\N;N;N;990;0;0;0;0;0;SISTEMA2;FMUEV01    M;14/09/2024;11:24:18;1;30/12/2024 16:44;30/12/2024 16:44
21;0;0;58;58;ADAMS-CLORETGRDE STDCJX50DPX20UN;ADAMS-CLORET;9;11;50;50;-;\N;6/06/2023;6/06/2023;1100;0;46.05;0;*;24;24;\N;1;0;58;0;4;\N;1;1;1;\N;3;1;0;0;0;0;0;\N;6;24;1;1;1;0.008;58;\N;N;N;930;0;0;0;0;0;SISTEMA2;FMUEV01    M;14/09/2024;12:00:01;1;30/12/2024 16:44;30/12/2024 16:44
54932;0;0;59;59;BONI.CARAMELO MENTACHOCOL 1BS;59;9;\N;1;1;1;22/11/2023;22/11/2023;\N;0.01;0;557;0;*;0.01;1;\N;1;0;59;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;59;\N;N;N;0.01;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
54931;0;0;60;60;BONI.MINI GOLPE CRUNCH 1BS;60;9;\N;1;1;1;22/11/2023;22/11/2023;\N;0.01;0;997;0;*;0.01;1;\N;1;0;60;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;60;\N;N;N;0.01;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
8606;0;0;61;61;HALLOWEEN CALABAZA DSPX40UN;61;9;\N;1;1;1;13/10/2023;13/12/2023;\N;5;0;10;0;*;0.01;1;\N;1;0;61;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;61;\N;N;N;4;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
8607;0;0;62;62;HALLOWEEN ATAUD DSPX40UN;62;9;\N;1;1;1;13/10/2023;20/10/2023;\N;5;0;0;0;*;0.01;1;\N;1;0;62;0;4;\N;1;1;1;\N;20;14;0;0;0;0;0;\N;1;1;1;1;1;0.008;62;\N;N;N;4;0;0;0;0;0;SISTEMA2;FREGSALDALMM;5/06/2024;11:33:38;1;30/12/2024 16:44;30/12/2024 16:44
