CRUT;NSECPREV;CCLI;CTIPMOD;CMOD;NSECMOD;CTIPFV;CUSER;CIDPR;FUPGR;TUPGR
099;0732;07000843;01;00099;00001;1;;;;
099;0733;07000844;01;00099;00001;1;;;;
099;0734;07000845;01;00099;00001;1;;;;
099;0735;07000846;01;00099;00001;1;;;;
099;0736;07002541;01;00099;00001;1;;;;
099;0737;07002542;01;00099;00001;1;;;;
099;0738;07002543;01;00099;00001;1;;;;
099;0739;07002544;01;00099;00001;1;;;;
099;0740;07002545;01;00099;00001;1;;;;
099;0742;07002878;01;00099;00001;1;;;;
099;0743;07002984;01;00099;00001;1;;;;
099;0744;07002985;01;00099;00001;1;;;;
099;0745;07002986;01;00099;00001;1;;;;
099;0747;07002989;01;00099;00001;1;;;;
099;0748;07002990;01;00099;00001;1;;;;
099;0749;07002991;01;00099;00001;1;;;;
099;0750;07002992;01;00099;00001;1;;;;
099;0751;07002993;01;00099;00001;1;;;;
099;0752;07002994;01;00099;00001;1;;;;
099;0753;07002997;01;00099;00001;1;;;;
099;0754;07003193;01;00099;00001;1;;;;
099;0755;07003225;01;00099;00001;1;;;;
099;0756;07003226;01;00099;00001;1;;;;
099;0758;07003228;01;00099;00001;1;;;;
099;0760;07003458;01;00099;00001;1;;;;
099;0761;07003529;01;00099;00001;1;;;;
099;0762;07003569;01;00099;00001;1;;;;
099;0765;07003609;01;00099;00001;1;;;;
099;0766;07003647;01;00099;00001;1;;;;
099;0767;07003709;01;00099;00001;1;;;;
099;0768;07003710;01;00099;00001;1;;;;
099;0769;07003778;01;00099;00001;1;;;;
099;0770;07004166;01;00099;00001;1;;;;
099;0771;07004167;01;00099;00001;1;;;;
099;0772;07004168;01;00099;00001;1;;;;
099;0773;07004170;01;00099;00001;1;;;;
099;0774;07004186;01;00099;00001;1;;;;
099;0777;07004398;01;00099;00001;1;;;;
099;0778;07004400;01;00099;00001;1;;;;
099;0779;07004401;01;00099;00001;1;;;;
099;0780;07004477;01;00099;00001;1;;;;
099;0781;07004478;01;00099;00001;1;;;;
099;0782;07004599;01;00099;00001;1;;;;
099;0783;07004609;01;00099;00001;1;;;;
099;0784;07004660;01;00099;00001;1;;;;
099;0787;07004961;01;00099;00001;1;;;;
099;0788;07005041;01;00099;00001;1;;;;
099;0789;07005042;01;00099;00001;1;;;;
099;0790;07005150;01;00099;00001;1;;;;
099;0791;07005166;01;00099;00001;1;;;;
099;0792;07005183;01;00099;00001;1;;;;
099;0794;07001967;01;00099;00001;1;;;;
099;0795;07001969;01;00099;00001;1;;;;
099;0796;07001971;01;00099;00001;1;;;;
099;0797;07001977;01;00099;00001;1;;;;
099;0798;07001978;01;00099;00001;1;;;;
099;0799;07001979;01;00099;00001;1;;;;
099;0800;07001982;01;00099;00001;1;;;;
099;0801;07001983;01;00099;00001;1;;;;
099;0802;07001988;01;00099;00001;1;;;;
099;0805;07002887;01;00099;00001;1;;;;
099;0806;07002888;01;00099;00001;1;;;;
099;0807;07002889;01;00099;00001;1;;;;
099;0808;07002893;01;00099;00001;1;;;;
099;0810;07002941;01;00099;00001;1;;;;
099;0811;07002942;01;00099;00001;1;;;;
099;0813;07002944;01;00099;00001;1;;;;
099;0814;07003285;01;00099;00001;1;;;;
099;0815;07003286;01;00099;00001;1;;;;
099;0816;07003287;01;00099;00001;1;;;;
099;0817;07003288;01;00099;00001;1;;;;
099;0818;07003289;01;00099;00001;1;;;;
099;0819;07003404;01;00099;00001;1;;;;
099;0820;07003406;01;00099;00001;1;;;;
099;0821;07003416;01;00099;00001;1;;;;
099;0822;07003417;01;00099;00001;1;;;;
099;0824;07003501;01;00099;00001;1;;;;
099;0826;07003688;01;00099;00001;1;;;;
099;0827;07004184;01;00099;00001;1;;;;
099;0828;07004521;01;00099;00001;1;;;;
099;0830;07005059;01;00099;00001;1;;;;
099;0832;07005098;01;00099;00001;1;;;;
099;0833;07005099;01;00099;00001;1;;;;
099;0834;07005100;01;00099;00001;1;;;;
099;0835;07005104;01;00099;00001;1;;;;
099;0836;07005140;01;00099;00001;1;;;;
015;0020;07004665;01;00015;00001;1;;;;
016;0031;07001697;01;00016;00001;1;;;;
099;0834;07001133;01;00099;00001;1;;;;
099;0835;07001134;01;00099;00001;1;;;;
099;0836;07001137;01;00099;00001;1;;;;
099;0837;07001148;01;00099;00001;1;;;;
099;0838;07001157;01;00099;00001;1;;;;
099;0839;07001159;01;00099;00001;1;;;;
099;0840;07001160;01;00099;00001;1;;;;
099;0842;07001162;01;00099;00001;1;;;;
099;0843;07001164;01;00099;00001;1;;;;
099;0844;07001165;01;00099;00001;1;;;;
099;0846;07001168;01;00099;00001;1;;;;
099;0847;07002578;01;00099;00001;1;;;;
099;0848;07002580;01;00099;00001;1;;;;
099;0849;07002975;01;00099;00001;1;;;;
099;0850;07003491;01;00099;00001;1;;;;
099;0851;07003492;01;00099;00001;1;;;;
099;0854;07000716;01;00099;00001;1;;;;
099;0856;07001012;01;00099;00001;1;;;;
099;0867;07001035;01;00099;00001;1;;;;
099;0868;07001036;01;00099;00001;1;;;;
099;0870;07002882;01;00099;00001;1;;;;
099;0871;07003230;01;00099;00001;1;;;;
099;0872;07003231;01;00099;00001;1;;;;
099;0874;07003518;01;00099;00001;1;;;;
099;0875;07003567;01;00099;00001;1;;;;
099;0876;07003639;01;00099;00001;1;;;;
099;0877;07003777;01;00099;00001;1;;;;
099;0878;07003800;01;00099;00001;1;;;;
099;0879;07003801;01;00099;00001;1;;;;
099;0880;07003891;01;00099;00001;1;;;;
099;0881;07004381;01;00099;00001;1;;;;
099;0886;07004760;01;00099;00001;1;;;;
099;0890;07003064;01;00099;00001;1;;;;
099;0891;07003065;01;00099;00001;1;;;;
099;0892;07003069;01;00099;00001;1;;;;
099;0893;07003072;01;00099;00001;1;;;;
099;0894;07003073;01;00099;00001;1;;;;
099;0895;07003074;01;00099;00001;1;;;;
099;0896;07003075;01;00099;00001;1;;;;
099;0897;07003078;01;00099;00001;1;;;;
099;0898;07003079;01;00099;00001;1;;;;
099;0899;07003080;01;00099;00001;1;;;;
099;0900;07003081;01;00099;00001;1;;;;
099;0901;07003082;01;00099;00001;1;;;;
099;0902;07003083;01;00099;00001;1;;;;
099;0904;07003087;01;00099;00001;1;;;;
099;0905;07003089;01;00099;00001;1;;;;
099;0906;07003091;01;00099;00001;1;;;;
099;0907;07003092;01;00099;00001;1;;;;
099;0908;07003093;01;00099;00001;1;;;;
099;0909;07003097;01;00099;00001;1;;;;
099;0910;07003098;01;00099;00001;1;;;;
099;0911;07003107;01;00099;00001;1;;;;
099;0912;07003109;01;00099;00001;1;;;;
099;0913;07003111;01;00099;00001;1;;;;
099;0914;07003112;01;00099;00001;1;;;;
099;0915;07003116;01;00099;00001;1;;;;
099;0916;07003118;01;00099;00001;1;;;;
099;0917;07003123;01;00099;00001;1;;;;
099;0918;07003124;01;00099;00001;1;;;;
099;0919;07003127;01;00099;00001;1;;;;
099;0920;07003128;01;00099;00001;1;;;;
099;0921;07003129;01;00099;00001;1;;;;
099;0922;07003133;01;00099;00001;1;;;;
099;0923;07003134;01;00099;00001;1;;;;
099;0924;07003135;01;00099;00001;1;;;;
099;0925;07003136;01;00099;00001;1;;;;
099;0926;07003140;01;00099;00001;1;;;;
099;0927;07003141;01;00099;00001;1;;;;
099;0928;07003142;01;00099;00001;1;;;;
099;0929;07003149;01;00099;00001;1;;;;
099;0930;07003151;01;00099;00001;1;;;;
099;0931;07003375;01;00099;00001;1;;;;
099;0932;07003377;01;00099;00001;1;;;;
099;0933;07003476;01;00099;00001;1;;;;
099;0935;07003577;01;00099;00001;1;;;;
099;0936;07003578;01;00099;00001;1;;;;
099;0938;07003981;01;00099;00001;1;;;;
099;0939;07003995;01;00099;00001;1;;;;
099;0940;07004032;01;00099;00001;1;;;;
099;0942;07004053;01;00099;00001;1;;;;
099;0944;07004099;01;00099;00001;1;;;;
099;0945;07004143;01;00099;00001;1;;;;
099;0946;07004144;01;00099;00001;1;;;;
099;0947;07004175;01;00099;00001;1;;;;
099;0948;07004176;01;00099;00001;1;;;;
099;0949;07004177;01;00099;00001;1;;;;
099;0950;07004191;01;00099;00001;1;;;;
099;0951;07004193;01;00099;00001;1;;;;
099;0953;07004195;01;00099;00001;1;;;;
099;0954;07004223;01;00099;00001;1;;;;
099;0956;07004596;01;00099;00001;1;;;;
099;0957;07004911;01;00099;00001;1;;;;
099;0958;07000021;01;00099;00001;1;;;;
099;0960;07001939;01;00099;00001;1;;;;
099;0961;07001943;01;00099;00001;1;;;;
099;0962;07001945;01;00099;00001;1;;;;
099;0965;07001948;01;00099;00001;1;;;;
099;0966;07001953;01;00099;00001;1;;;;
099;0967;07001954;01;00099;00001;1;;;;
099;0969;07002692;01;00099;00001;1;;;;
099;0973;07002697;01;00099;00001;1;;;;
099;0975;07002982;01;00099;00001;1;;;;
099;0976;07003292;01;00099;00001;1;;;;
099;0977;07003293;01;00099;00001;1;;;;
099;0978;07003343;01;00099;00001;1;;;;
099;0979;07003455;01;00099;00001;1;;;;
099;0980;07003605;01;00099;00001;1;;;;
099;0981;07003716;01;00099;00001;1;;;;
099;0982;07003753;01;00099;00001;1;;;;
099;0983;07003754;01;00099;00001;1;;;;
028;0255;07000024;01;00028;00001;1;;;;
099;0987;07000099;01;00099;00001;1;;;;
099;0988;07002631;01;00099;00001;1;;;;
099;0990;07002636;01;00099;00001;1;;;;
099;0991;07002638;01;00099;00001;1;;;;
099;0992;07002639;01;00099;00001;1;;;;
099;0993;07002640;01;00099;00001;1;;;;
099;0994;07002642;01;00099;00001;1;;;;
099;0995;07002644;01;00099;00001;1;;;;
099;0996;07002646;01;00099;00001;1;;;;
099;0998;07002660;01;00099;00001;1;;;;
099;0999;07002661;01;00099;00001;1;;;;
099;1000;07002668;01;00099;00001;1;;;;
099;1001;07002669;01;00099;00001;1;;;;
099;1003;07002675;01;00099;00001;1;;;;
099;1004;07002676;01;00099;00001;1;;;;
099;1005;07002680;01;00099;00001;1;;;;
099;1006;07002682;01;00099;00001;1;;;;
099;1007;07002683;01;00099;00001;1;;;;
099;1009;07002685;01;00099;00001;1;;;;
099;1012;07002688;01;00099;00001;1;;;;
099;1014;07002819;01;00099;00001;1;;;;
099;1015;07002831;01;00099;00001;1;;;;
099;1018;07003011;01;00099;00001;1;;;;
099;1019;07003291;01;00099;00001;1;;;;
099;1020;07003338;01;00099;00001;1;;;;
099;1021;07004991;01;00099;00001;1;;;;
099;1110;07001516;01;00099;00001;1;;;;
099;1111;07001520;01;00099;00001;1;;;;
099;1112;07001521;01;00099;00001;1;;;;
099;1113;07001522;01;00099;00001;1;;;;
099;1114;07001527;01;00099;00001;1;;;;
099;1115;07001530;01;00099;00001;1;;;;
099;1116;07001535;01;00099;00001;1;;;;
099;1118;07001542;01;00099;00001;1;;;;
099;1119;07001553;01;00099;00001;1;;;;
099;1120;07001554;01;00099;00001;1;;;;
099;1121;07001563;01;00099;00001;1;;;;
099;1123;07001574;01;00099;00001;1;;;;
099;1124;07003763;01;00099;00001;1;;;;
099;1125;07003942;01;00099;00001;1;;;;
099;1131;07001150;01;00099;00001;1;;;;
099;1133;07001279;01;00099;00001;1;;;;
099;1135;07003998;01;00099;00001;1;;;;
099;1142;07004429;01;00099;00001;1;;;;
099;1143;07004431;01;00099;00001;1;;;;
099;1144;07004482;01;00099;00001;1;;;;
099;1145;07004516;01;00099;00001;1;;;;
099;1146;07004518;01;00099;00001;1;;;;
099;1147;07004519;01;00099;00001;1;;;;
099;1148;07004615;01;00099;00001;1;;;;
099;1149;07004616;01;00099;00001;1;;;;
099;1150;07004617;01;00099;00001;1;;;;
099;1151;07004827;01;00099;00001;1;;;;
099;1154;07005169;01;00099;00001;1;;;;
099;1150;07002352;01;00099;00001;1;;;;
099;1152;07004180;01;00099;00001;1;;;;
099;1155;07004278;01;00099;00001;1;;;;
099;1156;07004310;01;00099;00001;1;;;;
099;1157;07004736;01;00099;00001;1;;;;
099;1158;07004737;01;00099;00001;1;;;;
099;1159;07004738;01;00099;00001;1;;;;
099;1160;07004739;01;00099;00001;1;;;;
099;1161;07004740;01;00099;00001;1;;;;
099;1162;07004741;01;00099;00001;1;;;;
099;1163;07004742;01;00099;00001;1;;;;
099;1164;07004822;01;00099;00001;1;;;;
099;1165;07004823;01;00099;00001;1;;;;
099;1166;07004826;01;00099;00001;1;;;;
099;1167;07004829;01;00099;00001;1;;;;
099;1168;07005047;01;00099;00001;1;;;;
099;1169;07005048;01;00099;00001;1;;;;
099;1170;07005049;01;00099;00001;1;;;;
025;0170;07003494;01;00025;00001;1;;;;
001;0185;07000146;01;00001;00001;1;;;;
099;1172;07000927;01;00099;00001;1;;;;
099;1176;07003908;01;00099;00001;1;;;;
099;1177;07003911;01;00099;00001;1;;;;
099;1178;07003916;01;00099;00001;1;;;;
099;1179;07003917;01;00099;00001;1;;;;
099;1180;07003920;01;00099;00001;1;;;;
099;1181;07003921;01;00099;00001;1;;;;
099;1182;07003922;01;00099;00001;1;;;;
099;1186;07003953;01;00099;00001;1;;;;
099;1190;07004619;01;00099;00001;1;;;;
099;1191;07004669;01;00099;00001;1;;;;
099;1192;07004671;01;00099;00001;1;;;;
099;1193;07004673;01;00099;00001;1;;;;
099;1194;07004675;01;00099;00001;1;;;;
099;1195;07004788;01;00099;00001;1;;;;
099;1196;07004790;01;00099;00001;1;;;;
099;1198;07004847;01;00099;00001;1;;;;
099;1199;07004849;01;00099;00001;1;;;;
099;1200;07004850;01;00099;00001;1;;;;
099;1203;07005057;01;00099;00001;1;;;;
099;1204;07005058;01;00099;00001;1;;;;
099;1206;07002107;01;00099;00001;1;;;;
099;1207;07002108;01;00099;00001;1;;;;
099;1208;07002120;01;00099;00001;1;;;;
099;1209;07002121;01;00099;00001;1;;;;
099;1210;07002123;01;00099;00001;1;;;;
099;1211;07002135;01;00099;00001;1;;;;
099;1213;07002140;01;00099;00001;1;;;;
099;1214;07002828;01;00099;00001;1;;;;
099;1215;07002960;01;00099;00001;1;;;;
099;1216;07002961;01;00099;00001;1;;;;
099;1217;07003025;01;00099;00001;1;;;;
099;1218;07003026;01;00099;00001;1;;;;
099;1219;07003027;01;00099;00001;1;;;;
099;1220;07003331;01;00099;00001;1;;;;
099;1221;07003344;01;00099;00001;1;;;;
099;1224;07004026;01;00099;00001;1;;;;
099;1225;07004255;01;00099;00001;1;;;;
099;1227;07004337;01;00099;00001;1;;;;
099;1228;07004396;01;00099;00001;1;;;;
099;1229;07004468;01;00099;00001;1;;;;
099;1230;07004555;01;00099;00001;1;;;;
099;1231;07004556;01;00099;00001;1;;;;
099;1232;07004592;01;00099;00001;1;;;;
099;1233;07004594;01;00099;00001;1;;;;
099;1234;07004646;01;00099;00001;1;;;;
099;1235;07004647;01;00099;00001;1;;;;
099;1237;07004715;01;00099;00001;1;;;;
099;1238;07004718;01;00099;00001;1;;;;
099;1239;07004719;01;00099;00001;1;;;;
099;1240;07004773;01;00099;00001;1;;;;
099;1241;07004908;01;00099;00001;1;;;;
099;1242;07004909;01;00099;00001;1;;;;
099;1243;07005005;01;00099;00001;1;;;;
099;1244;07003295;01;00099;00001;1;;;;
099;1246;07003298;01;00099;00001;1;;;;
099;1247;07003302;01;00099;00001;1;;;;
099;1248;07003304;01;00099;00001;1;;;;
099;1250;07003959;01;00099;00001;1;;;;
099;1251;07004008;01;00099;00001;1;;;;
099;1252;07004335;01;00099;00001;1;;;;
099;1253;07004382;01;00099;00001;1;;;;
099;1255;07004577;01;00099;00001;1;;;;
099;1256;07004578;01;00099;00001;1;;;;
099;1257;07004586;01;00099;00001;1;;;;
099;1258;07004633;01;00099;00001;1;;;;
099;1261;07005107;01;00099;00001;1;;;;
099;1262;07000070;01;00099;00001;1;;;;
099;1263;07001471;01;00099;00001;1;;;;
099;1264;07002210;01;00099;00001;1;;;;
099;1265;07002215;01;00099;00001;1;;;;
099;1266;07002594;01;00099;00001;1;;;;
099;1267;07002596;01;00099;00001;1;;;;
099;1268;07002597;01;00099;00001;1;;;;
099;1269;07002598;01;00099;00001;1;;;;
099;1271;07003363;01;00099;00001;1;;;;
099;1272;07003373;01;00099;00001;1;;;;
099;1273;07003484;01;00099;00001;1;;;;
099;1274;07003758;01;00099;00001;1;;;;
099;1275;07004013;01;00099;00001;1;;;;
099;1277;07004029;01;00099;00001;1;;;;
099;1282;07004103;01;00099;00001;1;;;;
099;1283;07004104;01;00099;00001;1;;;;
099;1284;07004105;01;00099;00001;1;;;;
099;1285;07004106;01;00099;00001;1;;;;
099;1286;07004107;01;00099;00001;1;;;;
099;1288;07004109;01;00099;00001;1;;;;
099;1289;07004110;01;00099;00001;1;;;;
099;1291;07004607;01;00099;00001;1;;;;
099;1292;07004776;01;00099;00001;1;;;;
099;1293;07004779;01;00099;00001;1;;;;
099;1294;07004780;01;00099;00001;1;;;;
099;1295;07004781;01;00099;00001;1;;;;
099;1296;07004783;01;00099;00001;1;;;;
099;1297;07004921;01;00099;00001;1;;;;
099;1298;07004922;01;00099;00001;1;;;;
099;1300;07004963;01;00099;00001;1;;;;
099;1301;07005091;01;00099;00001;1;;;;
099;1303;07005116;01;00099;00001;1;;;;
099;1307;07000986;01;00099;00001;1;;;;
099;1308;07003737;01;00099;00001;1;;;;
099;1309;07004457;01;00099;00001;1;;;;
099;1310;07004495;01;00099;00001;1;;;;
099;1311;07004534;01;00099;00001;1;;;;
099;1314;07004543;01;00099;00001;1;;;;
099;1315;07004546;01;00099;00001;1;;;;
099;1316;07004547;01;00099;00001;1;;;;
099;1317;07004573;01;00099;00001;1;;;;
099;1318;07004702;01;00099;00001;1;;;;
099;1319;07005078;01;00099;00001;1;;;;
099;1320;07005131;01;00099;00001;1;;;;
099;0002;07005256;01;00099;00001;1;;;;
099;0003;07005257;01;00099;00001;1;;;;
099;0005;07005258;01;00099;00001;1;;;;
099;0006;07005259;01;00099;00001;1;;;;
099;0007;07005260;01;00099;00001;1;;;;
099;0009;07005261;01;00099;00001;1;;;;
099;0010;07005262;01;00099;00001;1;;;;
099;0013;07005263;01;00099;00001;1;;;;
099;0015;07005264;01;00099;00001;1;;;;
099;0017;07005265;01;00099;00001;1;;;;
099;1321;07000428;01;00099;00001;1;;;;
099;1322;07000435;01;00099;00001;1;;;;
099;1323;07000436;01;00099;00001;1;;;;
099;1324;07000437;01;00099;00001;1;;;;
099;1325;07000442;01;00099;00001;1;;;;
099;1327;07000453;01;00099;00001;1;;;;
099;1328;07000454;01;00099;00001;1;;;;
099;1329;07000460;01;00099;00001;1;;;;
099;1330;07000480;01;00099;00001;1;;;;
099;1331;07000486;01;00099;00001;1;;;;
099;1332;07000488;01;00099;00001;1;;;;
099;1333;07000489;01;00099;00001;1;;;;
099;1334;07002830;01;00099;00001;1;;;;
099;1335;07003157;01;00099;00001;1;;;;
099;1336;07003158;01;00099;00001;1;;;;
099;1338;07003168;01;00099;00001;1;;;;
099;1339;07003799;01;00099;00001;1;;;;
099;1340;07003890;01;00099;00001;1;;;;
099;1341;07004134;01;00099;00001;1;;;;
099;1342;07004154;01;00099;00001;1;;;;
099;1343;07004157;01;00099;00001;1;;;;
099;1344;07004158;01;00099;00001;1;;;;
099;1345;07004185;01;00099;00001;1;;;;
099;1346;07004201;01;00099;00001;1;;;;
099;1348;07004329;01;00099;00001;1;;;;
099;1350;07004531;01;00099;00001;1;;;;
044;0065;07002454;01;00044;00001;1;;;;
048;0126;07002686;01;00048;00001;1;;;;
048;0179;07002687;01;00048;00001;1;;;;
099;1352;07000659;01;00099;00001;1;;;;
099;1353;07001404;01;00099;00001;1;;;;
099;1354;07001407;01;00099;00001;1;;;;
099;1355;07001414;01;00099;00001;1;;;;
099;1356;07001415;01;00099;00001;1;;;;
099;1357;07001416;01;00099;00001;1;;;;
099;1358;07001417;01;00099;00001;1;;;;
099;1360;07001424;01;00099;00001;1;;;;
099;1361;07001439;01;00099;00001;1;;;;
099;1362;07001440;01;00099;00001;1;;;;
099;1363;07001443;01;00099;00001;1;;;;
099;1365;07001448;01;00099;00001;1;;;;
099;1366;07001454;01;00099;00001;1;;;;
099;1367;07001457;01;00099;00001;1;;;;
099;1368;07001459;01;00099;00001;1;;;;
099;1369;07003851;01;00099;00001;1;;;;
099;1370;07003957;01;00099;00001;1;;;;
099;1371;07004135;01;00099;00001;1;;;;
099;1372;07001347;01;00099;00001;1;;;;
099;1373;07001358;01;00099;00001;1;;;;
099;1374;07001361;01;00099;00001;1;;;;
099;1375;07001362;01;00099;00001;1;;;;
099;1376;07001367;01;00099;00001;1;;;;
099;1377;07001377;01;00099;00001;1;;;;
099;1378;07001380;01;00099;00001;1;;;;
099;1379;07001383;01;00099;00001;1;;;;
099;1380;07001393;01;00099;00001;1;;;;
099;1381;07001396;01;00099;00001;1;;;;
099;1383;07003008;01;00099;00001;1;;;;
099;1384;07003009;01;00099;00001;1;;;;
099;1387;07000103;01;00099;00001;1;;;;
099;1388;07000104;01;00099;00001;1;;;;
099;1389;07000106;01;00099;00001;1;;;;
099;1391;07000116;01;00099;00001;1;;;;
099;1392;07001993;01;00099;00001;1;;;;
099;1395;07002002;01;00099;00001;1;;;;
099;1396;07002003;01;00099;00001;1;;;;
099;1397;07002004;01;00099;00001;1;;;;
099;1398;07002009;01;00099;00001;1;;;;
099;1399;07002908;01;00099;00001;1;;;;
099;1400;07002909;01;00099;00001;1;;;;
099;1401;07002910;01;00099;00001;1;;;;
099;1402;07002911;01;00099;00001;1;;;;
099;1403;07002923;01;00099;00001;1;;;;
099;1404;07002924;01;00099;00001;1;;;;
099;1405;07002929;01;00099;00001;1;;;;
099;1407;07003442;01;00099;00001;1;;;;
099;1408;07003562;01;00099;00001;1;;;;
099;1409;07003601;01;00099;00001;1;;;;
099;1410;07003640;01;00099;00001;1;;;;
099;1411;07003642;01;00099;00001;1;;;;
099;1413;07004212;01;00099;00001;1;;;;
099;1414;07004508;01;00099;00001;1;;;;
099;1415;07004644;01;00099;00001;1;;;;
099;1416;07004999;01;00099;00001;1;;;;
099;1417;07005147;01;00099;00001;1;;;;
099;1418;07000492;01;00099;00001;1;;;;
099;1419;07000497;01;00099;00001;1;;;;
099;1420;07000500;01;00099;00001;1;;;;
099;1421;07000501;01;00099;00001;1;;;;
099;1422;07000511;01;00099;00001;1;;;;
099;1423;07000513;01;00099;00001;1;;;;
099;1424;07000516;01;00099;00001;1;;;;
099;1425;07000519;01;00099;00001;1;;;;
099;1427;07000523;01;00099;00001;1;;;;
099;1428;07000525;01;00099;00001;1;;;;
099;1429;07000526;01;00099;00001;1;;;;
099;1430;07000528;01;00099;00001;1;;;;
099;1431;07000532;01;00099;00001;1;;;;
099;1432;07000550;01;00099;00001;1;;;;
099;1433;07002776;01;00099;00001;1;;;;
099;1434;07003595;01;00099;00001;1;;;;
099;1435;07003597;01;00099;00001;1;;;;
099;1436;07003804;01;00099;00001;1;;;;
099;1437;07004140;01;00099;00001;1;;;;
099;1438;07004165;01;00099;00001;1;;;;
053;0020;07002898;01;00053;00001;1;;;;
059;0137;07005270;01;00059;00001;1;;;;
099;1439;07002456;01;00099;00001;1;;;;
099;1440;07002462;01;00099;00001;1;;;;
099;1441;07002475;01;00099;00001;1;;;;
099;1442;07002476;01;00099;00001;1;;;;
099;1444;07002479;01;00099;00001;1;;;;
099;1445;07002480;01;00099;00001;1;;;;
099;1446;07002481;01;00099;00001;1;;;;
099;1447;07002482;01;00099;00001;1;;;;
099;1448;07002484;01;00099;00001;1;;;;
099;1449;07002487;01;00099;00001;1;;;;
099;1450;07002489;01;00099;00001;1;;;;
099;1451;07002490;01;00099;00001;1;;;;
099;1453;07002494;01;00099;00001;1;;;;
099;1454;07002777;01;00099;00001;1;;;;
099;1455;07002879;01;00099;00001;1;;;;
099;1456;07002885;01;00099;00001;1;;;;
099;1457;07004380;01;00099;00001;1;;;;
099;1458;07004643;01;00099;00001;1;;;;
099;1459;07004712;01;00099;00001;1;;;;
099;1460;07004714;01;00099;00001;1;;;;
099;1461;07005195;01;00099;00001;1;;;;
099;1500;07001772;01;00099;00001;1;;;;
099;1501;07001919;01;00099;00001;1;;;;
099;1502;07001923;01;00099;00001;1;;;;
099;1504;07001927;01;00099;00001;1;;;;
099;1505;07001928;01;00099;00001;1;;;;
099;1506;07001929;01;00099;00001;1;;;;
099;1507;07002838;01;00099;00001;1;;;;
099;1508;07002845;01;00099;00001;1;;;;
099;1509;07002846;01;00099;00001;1;;;;
099;1510;07002847;01;00099;00001;1;;;;
099;1511;07002848;01;00099;00001;1;;;;
099;1512;07002850;01;00099;00001;1;;;;
099;1513;07002851;01;00099;00001;1;;;;
099;1514;07002853;01;00099;00001;1;;;;
099;1515;07002864;01;00099;00001;1;;;;
099;1516;07002957;01;00099;00001;1;;;;
099;1517;07002959;01;00099;00001;1;;;;
099;1518;07003016;01;00099;00001;1;;;;
099;1519;07003019;01;00099;00001;1;;;;
099;1520;07003023;01;00099;00001;1;;;;
099;1521;07003184;01;00099;00001;1;;;;
099;1522;07004077;01;00099;00001;1;;;;
099;1524;07004903;01;00099;00001;1;;;;
099;1525;07004907;01;00099;00001;1;;;;
056;0035;07001925;01;00056;00001;1;;;;
099;1529;07000180;01;00099;00001;1;;;;
099;1530;07000182;01;00099;00001;1;;;;
099;1531;07000184;01;00099;00001;1;;;;
099;1532;07000187;01;00099;00001;1;;;;
099;1533;07000189;01;00099;00001;1;;;;
099;1534;07000191;01;00099;00001;1;;;;
099;1535;07000197;01;00099;00001;1;;;;
099;1536;07000216;01;00099;00001;1;;;;
099;1537;07000223;01;00099;00001;1;;;;
099;1538;07000224;01;00099;00001;1;;;;
099;1539;07000226;01;00099;00001;1;;;;
099;1540;07000228;01;00099;00001;1;;;;
099;1542;07000238;01;00099;00001;1;;;;
099;1543;07000240;01;00099;00001;1;;;;
099;1544;07000253;01;00099;00001;1;;;;
099;1545;07000255;01;00099;00001;1;;;;
099;1546;07000258;01;00099;00001;1;;;;
099;1547;07002779;01;00099;00001;1;;;;
099;1548;07002782;01;00099;00001;1;;;;
099;1549;07002783;01;00099;00001;1;;;;
099;1550;07002784;01;00099;00001;1;;;;
099;1551;07003324;01;00099;00001;1;;;;
099;1553;07004102;01;00099;00001;1;;;;
099;1554;07004142;01;00099;00001;1;;;;
099;1555;07004172;01;00099;00001;1;;;;
099;1556;07004173;01;00099;00001;1;;;;
099;1557;07004350;01;00099;00001;1;;;;
099;1558;07004611;01;00099;00001;1;;;;
099;1559;07004876;01;00099;00001;1;;;;
099;1560;07002056;01;00099;00001;1;;;;
099;1561;07002058;01;00099;00001;1;;;;
099;1562;07002059;01;00099;00001;1;;;;
099;1564;07002061;01;00099;00001;1;;;;
099;1565;07002062;01;00099;00001;1;;;;
099;1566;07002066;01;00099;00001;1;;;;
099;1568;07002076;01;00099;00001;1;;;;
099;1569;07002084;01;00099;00001;1;;;;
099;1570;07002089;01;00099;00001;1;;;;
099;1571;07002092;01;00099;00001;1;;;;
099;1572;07002093;01;00099;00001;1;;;;
099;1573;07002100;01;00099;00001;1;;;;
099;1574;07002101;01;00099;00001;1;;;;
099;1581;07002102;01;00099;00001;1;;;;
099;1575;07002105;01;00099;00001;1;;;;
099;1576;07003052;01;00099;00001;1;;;;
099;1576;07003054;01;00099;00001;1;;;;
099;1577;07003055;01;00099;00001;1;;;;
099;1578;07003456;01;00099;00001;1;;;;
099;1579;07003648;01;00099;00001;1;;;;
099;1580;07003649;01;00099;00001;1;;;;
099;1582;07004079;01;00099;00001;1;;;;
099;1584;07004724;01;00099;00001;1;;;;
008;0185;07005278;01;00008;00001;1;;;;
008;0120;07005276;01;00008;00001;1;;;;
099;1585;07000361;01;00099;00001;1;;;;
099;1586;07000362;01;00099;00001;1;;;;
099;1587;07000368;01;00099;00001;1;;;;
