CRUT;NSECPREV;CCLI;CTIPMOD;CMOD;NSECMOD;CTIPFV;CUSER;CIDPR;FUPGR;TUPGR
116;0375;07019312;01;00116;00001;1;;;;
110;0303;07019313;01;00110;00001;1;;;;
110;0304;07019314;01;00110;00001;1;;;;
036;0029;07019315;01;00036;00001;1;;;;
125;0057;07019322;01;00125;00001;1;;;;
117;0021;07019321;01;00117;00001;1;;;;
117;0410;07019316;01;00117;00001;1;;;;
117;0415;07019317;01;00117;00001;1;;;;
117;0420;07019318;01;00117;00001;1;;;;
117;0425;07019319;01;00117;00001;1;;;;
117;0430;07019320;01;00117;00001;1;;;;
125;0061;07019326;01;00125;00001;1;;;;
110;0305;07019327;01;00110;00001;1;;;;
034;9026;07019329;01;00034;00001;1;;;;
051;1764;07019330;01;00051;00001;1;;;;
123;0050;07018567;01;00123;00001;1;;;;
046;1790;07019333;01;00046;00001;1;;;;
046;1791;07019331;01;00046;00001;1;;;;
046;1792;07019332;01;00046;00001;1;;;;
118;0185;07019334;01;00118;00001;1;;;;
118;0190;07019335;01;00118;00001;1;;;;
118;0195;07019336;01;00118;00001;1;;;;
118;0200;07019337;01;00118;00001;1;;;;
118;0205;07019338;01;00118;00001;1;;;;
118;0210;07019339;01;00118;00001;1;;;;
118;0215;07019340;01;00118;00001;1;;;;
118;0220;07019341;01;00118;00001;1;;;;
118;0225;07019342;01;00118;00001;1;;;;
118;0230;07019343;01;00118;00001;1;;;;
056;0676;07019344;01;00056;00001;1;;;;
056;0677;07019345;01;00056;00001;1;;;;
056;0679;07019347;01;00056;00001;1;;;;
056;0680;07019349;01;00056;00001;1;;;;
056;0681;07019348;01;00056;00001;1;;;;
076;9109;07019350;01;00076;00001;1;;;;
052;0113;07019351;01;00052;00001;1;;;;
001;0124;07019357;01;00001;00001;1;;;;
114;0545;07019361;01;00114;00001;1;;;;
114;0550;07019358;01;00114;00001;1;;;;
114;0555;07019359;01;00114;00001;1;;;;
114;0560;07019360;01;00114;00001;1;;;;
017;0014;07019363;01;00017;00001;1;;;;
114;0565;07019362;01;00114;00001;1;;;;
114;0570;07019364;01;00114;00001;1;;;;
128;0170;07019365;01;00128;00001;1;;;;
128;0175;07019366;01;00128;00001;1;;;;
128;0185;07019368;01;00128;00001;1;;;;
128;0195;07019370;01;00128;00001;1;;;;
128;0200;07019371;01;00128;00001;1;;;;
128;0205;07019372;01;00128;00001;1;;;;
128;0210;07019373;01;00128;00001;1;;;;
128;0215;07019374;01;00128;00001;1;;;;
128;0220;07019375;01;00128;00001;1;;;;
128;1800;07019367;01;00128;00001;1;;;;
012;0029;07019376;01;00012;00001;1;;;;
115;0300;07019378;01;00115;00001;1;;;;
115;0305;07019380;01;00115;00001;1;;;;
013;0276;07019381;01;00013;00001;1;;;;
090;1239;07019382;01;00090;00001;1;;;;
110;0306;07019383;01;00110;00001;1;;;;
110;0307;07019384;01;00110;00001;1;;;;
110;0308;07019385;01;00110;00001;1;;;;
110;0309;07019386;01;00110;00001;1;;;;
110;0310;07019387;01;00110;00001;1;;;;
127;0220;07019388;01;00127;00001;1;;;;
024;0305;07019389;01;00024;00001;1;;;;
116;0385;07019391;01;00116;00001;1;;;;
110;0311;07019392;01;00110;00001;1;;;;
110;0312;07019393;01;00110;00001;1;;;;
143;8130;07019395;01;00143;00001;1;;;;
143;8131;07019396;01;00143;00001;1;;;;
091;0314;07019397;01;00091;00001;1;;;;
117;0435;07019398;01;00117;00001;1;;;;
050;0072;07019400;01;00050;00001;1;;;;
050;0073;07019401;01;00050;00001;1;;;;
118;0235;07019403;01;00118;00001;1;;;;
118;0240;07019405;01;00118;00001;1;;;;
118;0245;07019406;01;00118;00001;1;;;;
118;0250;07019407;01;00118;00001;1;;;;
118;0255;07019408;01;00118;00001;1;;;;
118;0260;07019409;01;00118;00001;1;;;;
118;0265;07019410;01;00118;00001;1;;;;
060;1514;07019411;01;00060;00001;1;;;;
052;0169;07019413;01;00052;00001;1;;;;
143;8132;07019414;01;00143;00001;1;;;;
002;0218;07019415;01;00002;00001;1;;;;
002;0152;07019416;01;00002;00001;1;;;;
124;0044;07019417;01;00124;00001;1;;;;
124;0045;07019418;01;00124;00001;1;;;;
124;0046;07019419;01;00124;00001;1;;;;
124;0047;07019420;01;00124;00001;1;;;;
005;0606;07019421;01;00005;00001;1;;;;
008;5528;07019422;01;00008;00001;1;;;;
008;5529;07019423;01;00008;00001;1;;;;
008;5530;07019424;01;00008;00001;1;;;;
008;5531;07019425;01;00008;00001;1;;;;
008;5532;07019426;01;00008;00001;1;;;;
008;5533;07019427;01;00008;00001;1;;;;
061;2751;07019428;01;00061;00001;1;;;;
115;0310;07019433;01;00115;00001;1;;;;
115;0315;07019436;01;00115;00001;1;;;;
128;0225;07019431;01;00128;00001;1;;;;
128;0230;07019432;01;00128;00001;1;;;;
128;0235;07019434;01;00128;00001;1;;;;
128;0240;07019435;01;00128;00001;1;;;;
128;0245;07019438;01;00128;00001;1;;;;
019;0029;07019439;01;00019;00001;1;;;;
128;0250;07019437;01;00128;00001;1;;;;
014;0047;07019442;01;00014;00001;1;;;;
014;0048;07019441;01;00014;00001;1;;;;
115;0320;07019443;01;00115;00001;1;;;;
110;0100;07019444;01;00110;00001;1;;;;
110;0100;07019445;01;00110;00001;1;;;;
091;0315;07019446;01;00091;00001;1;;;;
127;0225;07019447;01;00127;00001;1;;;;
127;0230;07019448;01;00127;00001;1;;;;
127;0235;07019449;01;00127;00001;1;;;;
127;0240;07019450;01;00127;00001;1;;;;
127;0245;07019451;01;00127;00001;1;;;;
143;8141;07019452;01;00143;00001;1;;;;
073;0029;07019453;01;00073;00001;1;;;;
077;6131;07019454;01;00077;00001;1;;;;
125;0063;07019455;01;00125;00001;1;;;;
125;0065;07019457;01;00125;00001;1;;;;
125;0067;07019459;01;00125;00001;1;;;;
125;0068;07019460;01;00125;00001;1;;;;
036;0030;07019462;01;00036;00001;1;;;;
125;0069;07019461;01;00125;00001;1;;;;
125;0071;07019464;01;00125;00001;1;;;;
117;0440;07019466;01;00117;00001;1;;;;
066;0613;07019467;01;00066;00001;1;;;;
066;0614;07019468;01;00066;00001;1;;;;
123;0035;07007716;01;00123;00001;1;;;;
069;0668;07019469;01;00069;00001;1;;;;
123;0032;07019470;01;00123;00001;1;;;;
118;0270;07019471;01;00118;00001;1;;;;
118;0275;07019472;01;00118;00001;1;;;;
048;0009;07019473;01;00048;00001;1;;;;
048;0010;07019474;01;00048;00001;1;;;;
043;0118;07019475;01;00043;00001;1;;;;
090;1240;07019476;01;00090;00001;1;;;;
110;0313;07019478;01;00110;00001;1;;;;
110;0314;07019479;01;00110;00001;1;;;;
067;0017;07019477;01;00067;00001;1;;;;
067;0019;07019480;01;00067;00001;1;;;;
047;0194;07019481;01;00047;00001;1;;;;
119;0110;07019482;01;00119;00001;1;;;;
119;0115;07019483;01;00119;00001;1;;;;
119;0120;07019484;01;00119;00001;1;;;;
119;0125;07019485;01;00119;00001;1;;;;
052;2921;07019488;01;00052;00001;1;;;;
074;0023;07019490;01;00074;00001;1;;;;
055;0513;07019492;01;00055;00001;1;;;;
011;0330;07019493;01;00011;00001;1;;;;
004;5069;07019497;01;00004;00001;1;;;;
008;5534;07019499;01;00008;00001;1;;;;
008;5535;07019500;01;00008;00001;1;;;;
114;0575;07019496;01;00114;00001;1;;;;
114;0580;07019498;01;00114;00001;1;;;;
114;0585;07019501;01;00114;00001;1;;;;
114;0590;07019502;01;00114;00001;1;;;;
114;0595;07019503;01;00114;00001;1;;;;
128;0255;07019506;01;00128;00001;1;;;;
128;0260;07019507;01;00128;00001;1;;;;
128;0265;07019508;01;00128;00001;1;;;;
128;0270;07019509;01;00128;00001;1;;;;
128;0275;07019510;01;00128;00001;1;;;;
010;0001;07005888;01;00010;00001;1;;;;
010;0049;07019511;01;00010;00001;1;;;;
029;0106;07019512;01;00029;00001;1;;;;
115;0325;07019513;01;00115;00001;1;;;;
115;0330;07019514;01;00115;00001;1;;;;
115;0335;07019515;01;00115;00001;1;;;;
018;0006;07019517;01;00018;00001;1;;;;
018;0007;07019518;01;00018;00001;1;;;;
018;0008;07019519;01;00018;00001;1;;;;
018;0009;07019520;01;00018;00001;1;;;;
018;0011;07019521;01;00018;00001;1;;;;
018;0014;07019522;01;00018;00001;1;;;;
018;0015;07019523;01;00018;00001;1;;;;
014;0049;07019525;01;00014;00001;1;;;;
014;0051;07019524;01;00014;00001;1;;;;
190;9998;07019526;01;00190;00001;1;;;;
127;0250;07019533;01;00127;00001;1;;;;
127;0255;07019529;01;00127;00001;1;;;;
127;0260;07019530;01;00127;00001;1;;;;
127;0265;07019531;01;00127;00001;1;;;;
127;0270;07019532;01;00127;00001;1;;;;
022;0167;07019534;01;00022;00001;1;;;;
038;0296;07019537;01;00038;00001;1;;;;
143;8155;07019539;01;00143;00001;1;;;;
091;0316;07019540;01;00091;00001;1;;;;
115;0345;07019542;01;00115;00001;1;;;;
115;0350;07019543;01;00115;00001;1;;;;
115;0355;07019544;01;00115;00001;1;;;;
115;0360;07019545;01;00115;00001;1;;;;
115;0365;07019546;01;00115;00001;1;;;;
115;0370;07019547;01;00115;00001;1;;;;
115;0375;07019548;01;00115;00001;1;;;;
115;0385;07019550;01;00115;00001;1;;;;
115;0390;07019551;01;00115;00001;1;;;;
115;0395;07019552;01;00115;00001;1;;;;
115;0400;07019553;01;00115;00001;1;;;;
099;0036;07017708;01;00099;00001;1;;;;
073;0030;07019554;01;00073;00001;1;;;;
066;0615;07019555;01;00066;00001;1;;;;
076;9110;07019556;01;00076;00001;1;;;;
050;0074;07019557;01;00050;00001;1;;;;
048;0012;07019558;01;00048;00001;1;;;;
048;0013;07019559;01;00048;00001;1;;;;
048;0014;07019560;01;00048;00001;1;;;;
122;1852;07019561;01;00122;00001;1;;;;
048;0015;07019562;01;00048;00001;1;;;;
048;0016;07019563;01;00048;00001;1;;;;
048;0017;07019564;01;00048;00001;1;;;;
048;0018;07019565;01;00048;00001;1;;;;
048;0019;07019567;01;00048;00001;1;;;;
048;0021;07019566;01;00048;00001;1;;;;
048;0027;07019568;01;00048;00001;1;;;;
119;0130;07019569;01;00119;00001;1;;;;
119;0135;07019570;01;00119;00001;1;;;;
119;0140;07019571;01;00119;00001;1;;;;
119;0145;07019572;01;00119;00001;1;;;;
074;0047;07019573;01;00074;00001;1;;;;
057;0008;07019574;01;00057;00001;1;;;;
058;0012;07019575;01;00058;00001;1;;;;
057;0009;07019576;01;00057;00001;1;;;;
057;0011;07019577;01;00057;00001;1;;;;
001;0069;07019578;01;00001;00001;1;;;;
119;0150;07019579;01;00119;00001;1;;;;
119;0155;07019580;01;00119;00001;1;;;;
055;0009;07019582;01;00055;00001;1;;;;
055;0167;07019581;01;00055;00001;1;;;;
008;8053;07019583;01;00008;00001;1;;;;
008;8054;07019584;01;00008;00001;1;;;;
008;8055;07019585;01;00008;00001;1;;;;
008;8056;07019586;01;00008;00001;1;;;;
008;8057;07019587;01;00008;00001;1;;;;
008;8058;07019588;01;00008;00001;1;;;;
005;0282;07019589;01;00005;00001;1;;;;
124;0048;07019590;01;00124;00001;1;;;;
008;8059;07019591;01;00008;00001;1;;;;
008;8060;07019592;01;00008;00001;1;;;;
008;8061;07019593;01;00008;00001;1;;;;
061;0027;07019603;01;00061;00001;1;;;;
143;8126;07019599;01;00143;00001;1;;;;
143;8160;07019595;01;00143;00001;1;;;;
143;8161;07019596;01;00143;00001;1;;;;
143;8162;07019597;01;00143;00001;1;;;;
143;8163;07019598;01;00143;00001;1;;;;
143;8165;07019600;01;00143;00001;1;;;;
143;8166;07019601;01;00143;00001;1;;;;
143;8167;07019602;01;00143;00001;1;;;;
143;8168;07019604;01;00143;00001;1;;;;
143;8169;07019605;01;00143;00001;1;;;;
143;8170;07019606;01;00143;00001;1;;;;
143;8171;07019607;01;00143;00001;1;;;;
143;8172;07019608;01;00143;00001;1;;;;
143;8173;07019609;01;00143;00001;1;;;;
143;8174;07019610;01;00143;00001;1;;;;
015;0062;07019614;01;00015;00001;1;;;;
029;0063;07019619;01;00029;00001;1;;;;
115;0405;07019615;01;00115;00001;1;;;;
115;0410;07019616;01;00115;00001;1;;;;
115;0415;07019617;01;00115;00001;1;;;;
014;0052;07019624;01;00014;00001;1;;;;
014;0053;07019626;01;00014;00001;1;;;;
014;0054;07019628;01;00014;00001;1;;;;
115;0425;07019620;01;00115;00001;1;;;;
115;0430;07019621;01;00115;00001;1;;;;
115;0435;07019622;01;00115;00001;1;;;;
115;0440;07019623;01;00115;00001;1;;;;
115;0445;07019625;01;00115;00001;1;;;;
115;0450;07019627;01;00115;00001;1;;;;
115;0455;07019629;01;00115;00001;1;;;;
115;0465;07019631;01;00115;00001;1;;;;
115;0470;07019632;01;00115;00001;1;;;;
115;0475;07019633;01;00115;00001;1;;;;
115;0480;07019634;01;00115;00001;1;;;;
018;0050;07019636;01;00018;00001;1;;;;
018;0017;07019637;01;00018;00001;1;;;;
115;0485;07019639;01;00115;00001;1;;;;
127;0275;07019640;01;00127;00001;1;;;;
042;0012;07019641;01;00042;00001;1;;;;
125;0074;07019644;01;00125;00001;1;;;;
125;0075;07019645;01;00125;00001;1;;;;
117;0445;07019646;01;00117;00001;1;;;;
117;0450;07019647;01;00117;00001;1;;;;
117;0455;07019648;01;00117;00001;1;;;;
068;6036;07019649;01;00068;00001;1;;;;
068;6037;07019650;01;00068;00001;1;;;;
028;1132;07019652;01;00028;00001;1;;;;
048;0022;07019654;01;00048;00001;1;;;;
048;0030;07019656;01;00048;00001;1;;;;
051;0136;07019658;01;00051;00001;1;;;;
118;0280;07019655;01;00118;00001;1;;;;
118;0285;07019657;01;00118;00001;1;;;;
118;0290;07019659;01;00118;00001;1;;;;
050;0075;07019660;01;00050;00001;1;;;;
069;6600;07019662;01;00069;00001;1;;;;
143;8177;07019667;01;00143;00001;1;;;;
119;0160;07019663;01;00119;00001;1;;;;
119;0165;07019664;01;00119;00001;1;;;;
119;0170;07019665;01;00119;00001;1;;;;
119;0175;07019666;01;00119;00001;1;;;;
119;0180;07019668;01;00119;00001;1;;;;
119;0185;07019669;01;00119;00001;1;;;;
136;0013;07019670;01;00136;00001;1;;;;
057;1019;07019671;01;00057;00001;1;;;;
057;1020;07019672;01;00057;00001;1;;;;
057;1021;07019673;01;00057;00001;1;;;;
055;0008;07019674;01;00055;00001;1;;;;
114;0600;07019675;01;00114;00001;1;;;;
011;0157;07019676;01;00011;00001;1;;;;
008;8062;07019677;01;00008;00001;1;;;;
008;8063;07019678;01;00008;00001;1;;;;
143;8178;07019679;01;00143;00001;1;;;;
128;0280;07019682;01;00128;00001;1;;;;
128;0285;07019683;01;00128;00001;1;;;;
128;0290;07019684;01;00128;00001;1;;;;
128;0295;07019685;01;00128;00001;1;;;;
128;0300;07019686;01;00128;00001;1;;;;
115;0490;07019687;01;00115;00001;1;;;;
115;0495;07019688;01;00115;00001;1;;;;
115;0500;07019689;01;00115;00001;1;;;;
115;0505;07019690;01;00115;00001;1;;;;
115;0510;07019691;01;00115;00001;1;;;;
010;0510;07019695;01;00010;00001;1;;;;
115;0520;07019696;01;00115;00001;1;;;;
013;0022;07019697;01;00013;00001;1;;;;
016;0560;07019698;01;00016;00001;1;;;;
076;9111;07019699;01;00076;00001;1;;;;
134;0015;07019700;01;00134;00001;1;;;;
044;0086;07019702;01;00044;00001;1;;;;
044;0861;07019703;01;00044;00001;1;;;;
116;0395;07019704;01;00116;00001;1;;;;
116;0400;07019705;01;00116;00001;1;;;;
033;0276;07019706;01;00033;00001;1;;;;
042;1020;07019707;01;00042;00001;1;;;;
032;0298;07019709;01;00032;00001;1;;;;
190;9997;07019710;01;00190;00001;1;;;;
036;0031;07019711;01;00036;00001;1;;;;
143;8180;07019718;01;00143;00001;1;;;;
035;0022;07019716;01;00035;00001;1;;;;
035;0072;07019719;01;00035;00001;1;;;;
035;0165;07019714;01;00035;00001;1;;;;
125;0076;07019722;01;00125;00001;1;;;;
117;0460;07019712;01;00117;00001;1;;;;
117;0465;07019713;01;00117;00001;1;;;;
117;0470;07019715;01;00117;00001;1;;;;
117;0475;07019717;01;00117;00001;1;;;;
117;0480;07019720;01;00117;00001;1;;;;
117;0485;07019721;01;00117;00001;1;;;;
117;0490;07019723;01;00117;00001;1;;;;
065;1004;07019724;01;00065;00001;1;;;;
051;0135;07019725;01;00051;00001;1;;;;
048;0026;07019727;01;00048;00001;1;;;;
043;0023;07019726;01;00043;00001;1;;;;
049;9989;07019728;01;00049;00001;1;;;;
054;2104;07019729;01;00054;00001;1;;;;
056;0124;07019731;01;00056;00001;1;;;;
119;0190;07019732;01;00119;00001;1;;;;
119;0195;07019733;01;00119;00001;1;;;;
053;0108;07019734;01;00053;00001;1;;;;
053;0114;07019735;01;00053;00001;1;;;;
055;0044;07019738;01;00055;00001;1;;;;
017;0520;07019739;01;00017;00001;1;;;;
062;4471;07019740;01;00062;00001;1;;;;
004;5070;07019741;01;00004;00001;1;;;;
003;0112;07019742;01;00003;00001;1;;;;
003;0251;07019743;01;00003;00001;1;;;;
008;8064;07019747;01;00008;00001;1;;;;
008;8065;07019745;01;00008;00001;1;;;;
008;8066;07019744;01;00008;00001;1;;;;
008;8164;07019746;01;00008;00001;1;;;;
029;0196;07019748;01;00029;00001;1;;;;
013;0128;07019752;01;00013;00001;1;;;;
115;0525;07019749;01;00115;00001;1;;;;
115;0530;07019750;01;00115;00001;1;;;;
115;0535;07019751;01;00115;00001;1;;;;
115;0540;07019753;01;00115;00001;1;;;;
115;0545;07019754;01;00115;00001;1;;;;
115;0550;07019755;01;00115;00001;1;;;;
115;0555;07019756;01;00115;00001;1;;;;
115;0560;07019757;01;00115;00001;1;;;;
115;0565;07019758;01;00115;00001;1;;;;
115;0570;07019759;01;00115;00001;1;;;;
070;0073;07019760;01;00070;00001;1;;;;
115;0575;07019762;01;00115;00001;1;;;;
016;0561;07019763;01;00016;00001;1;;;;
127;0280;07019765;01;00127;00001;1;;;;
127;2801;07019764;01;00127;00001;1;;;;
027;0300;07019766;01;00027;00001;1;;;;
024;0306;07019767;01;00024;00001;1;;;;
024;0307;07019768;01;00024;00001;1;;;;
024;0308;07019769;01;00024;00001;1;;;;
024;0309;07019770;01;00024;00001;1;;;;
068;0015;07019771;01;00068;00001;1;;;;
117;0495;07019772;01;00117;00001;1;;;;
066;0616;07019773;01;00066;00001;1;;;;
117;0500;07019775;01;00117;00001;1;;;;
117;0505;07019776;01;00117;00001;1;;;;
035;0027;07019777;01;00035;00001;1;;;;
034;9027;07019778;01;00034;00001;1;;;;
001;0037;07019780;01;00001;00001;1;;;;
118;0113;07018291;01;00118;00001;1;;;;
118;0113;07018295;01;00118;00001;1;;;;
118;0113;07018406;01;00118;00001;1;;;;
118;0113;07018407;01;00118;00001;1;;;;
118;0113;07018410;01;00118;00001;1;;;;
118;0113;07018411;01;00118;00001;1;;;;
118;0113;07018408;01;00118;00001;1;;;;
118;0113;07018597;01;00118;00001;1;;;;
118;0113;07018286;01;00118;00001;1;;;;
129;0001;07015756;01;00129;00001;1;;;;
129;0002;07015757;01;00129;00001;1;;;;
129;0005;07015758;01;00129;00001;1;;;;
129;0010;07015957;01;00129;00001;1;;;;
129;0015;07015959;01;00129;00001;1;;;;
129;0020;07015958;01;00129;00001;1;;;;
129;0025;07016134;01;00129;00001;1;;;;
129;0030;07016332;01;00129;00001;1;;;;
129;0050;07016431;01;00129;00001;1;;;;
129;0040;07016433;01;00129;00001;1;;;;
129;0050;07016434;01;00129;00001;1;;;;
129;0060;07016435;01;00129;00001;1;;;;
129;0065;07016560;01;00129;00001;1;;;;
129;0070;07017365;01;00129;00001;1;;;;
129;0075;07016871;01;00129;00001;1;;;;
129;0080;07016868;01;00129;00001;1;;;;
129;0085;07016869;01;00129;00001;1;;;;
129;0090;07016949;01;00129;00001;1;;;;
129;0095;07019150;01;00129;00001;1;;;;
129;0105;07016447;01;00129;00001;1;;;;
129;0120;07016446;01;00129;00001;1;;;;
129;0150;07018426;01;00129;00001;1;;;;
129;0160;07018425;01;00129;00001;1;;;;
129;0170;07018562;01;00129;00001;1;;;;
129;0175;07018323;01;00129;00001;1;;;;
129;0190;07018322;01;00129;00001;1;;;;
129;0195;07018379;01;00129;00001;1;;;;
129;0200;07016561;01;00129;00001;1;;;;
129;0210;07016794;01;00129;00001;1;;;;
129;0215;07016792;01;00129;00001;1;;;;
129;0230;07016793;01;00129;00001;1;;;;
143;8181;07019781;01;00143;00001;1;;;;
131;0002;07018550;01;00131;00001;1;;;;
131;0003;07018551;01;00131;00001;1;;;;
131;0005;07018553;01;00131;00001;1;;;;
131;0006;07018554;01;00131;00001;1;;;;
131;0007;07018555;01;00131;00001;1;;;;
131;0008;07018556;01;00131;00001;1;;;;
131;0010;07018558;01;00131;00001;1;;;;
131;0012;07018576;01;00131;00001;1;;;;
131;0014;07018578;01;00131;00001;1;;;;
131;0015;07018579;01;00131;00001;1;;;;
131;0017;07018581;01;00131;00001;1;;;;
131;0018;07018613;01;00131;00001;1;;;;
131;0019;07018614;01;00131;00001;1;;;;
131;0020;07018615;01;00131;00001;1;;;;
131;0021;07018616;01;00131;00001;1;;;;
131;0022;07018617;01;00131;00001;1;;;;
131;0023;07018618;01;00131;00001;1;;;;
131;0024;07018619;01;00131;00001;1;;;;
131;0025;07018621;01;00131;00001;1;;;;
131;0026;07018622;01;00131;00001;1;;;;
131;0027;07018623;01;00131;00001;1;;;;
131;0030;07018720;01;00131;00001;1;;;;
131;0031;07018722;01;00131;00001;1;;;;
131;0032;07018723;01;00131;00001;1;;;;
131;0034;07018839;01;00131;00001;1;;;;
131;0035;07018848;01;00131;00001;1;;;;
131;0031;07019353;01;00131;00001;1;;;;
131;0032;07019354;01;00131;00001;1;;;;
131;0033;07019355;01;00131;00001;1;;;;
131;0034;07019491;01;00131;00001;1;;;;
131;0035;07019505;01;00131;00001;1;;;;
131;0038;07019612;01;00131;00001;1;;;;
131;0041;07019681;01;00131;00001;1;;;;
131;0042;07019736;01;00131;00001;1;;;;
131;0043;07019737;01;00131;00001;1;;;;
131;0045;07018545;01;00131;00001;1;;;;
131;0046;07018546;01;00131;00001;1;;;;
092;9997;07019611;01;00092;00001;1;;;;
055;0166;07019782;01;00055;00001;1;;;;
011;0331;07019786;01;00011;00001;1;;;;
062;4472;07019783;01;00062;00001;1;;;;
062;4473;07019784;01;00062;00001;1;;;;
062;4474;07019785;01;00062;00001;1;;;;
073;0179;07019787;01;00073;00001;1;;;;
073;0180;07019788;01;00073;00001;1;;;;
090;1241;07019789;01;00090;00001;1;;;;
003;0064;07019791;01;00003;00001;1;;;;
003;0162;07019790;01;00003;00001;1;;;;
008;8069;07019792;01;00008;00001;1;;;;
092;9996;07019281;01;00092;00001;1;;;;
067;0850;07019793;01;00067;00001;1;;;;
067;0855;07019795;01;00067;00001;1;;;;
067;0860;07019799;01;00067;00001;1;;;;
067;0865;07019800;01;00067;00001;1;;;;
067;0870;07019802;01;00067;00001;1;;;;
067;0875;07019805;01;00067;00001;1;;;;
067;0880;07019807;01;00067;00001;1;;;;
067;0885;07019809;01;00067;00001;1;;;;
067;0097;07019796;01;00067;00001;1;;;;
067;0099;07019798;01;00067;00001;1;;;;
067;0100;07019801;01;00067;00001;1;;;;
067;0101;07019803;01;00067;00001;1;;;;
067;0102;07019804;01;00067;00001;1;;;;
067;0103;07019806;01;00067;00001;1;;;;
067;0104;07019808;01;00067;00001;1;;;;
067;0105;07019810;01;00067;00001;1;;;;
029;0064;07019811;01;00029;00001;1;;;;
128;0310;07019813;01;00128;00001;1;;;;
014;0056;07019814;01;00014;00001;1;;;;
131;9995;07018620;01;00131;00001;1;;;;
076;9112;07019816;01;00076;00001;1;;;;
076;9113;07019817;01;00076;00001;1;;;;
076;9114;07019818;01;00076;00001;1;;;;
090;1242;07019819;01;00090;00001;1;;;;
024;0310;07019820;01;00024;00001;1;;;;
024;0311;07019821;01;00024;00001;1;;;;
024;0312;07019822;01;00024;00001;1;;;;
024;0313;07019823;01;00024;00001;1;;;;
044;0625;07019824;01;00044;00001;1;;;;
132;0143;07014595;01;00132;00001;1;;;;
132;0143;07015861;01;00132;00001;1;;;;
132;0143;07016033;01;00132;00001;1;;;;
132;0143;07016180;01;00132;00001;1;;;;
132;0143;07016187;01;00132;00001;1;;;;
132;0143;07016699;01;00132;00001;1;;;;
132;0143;07019708;01;00132;00001;1;;;;
033;0089;07019829;01;00033;00001;1;;;;
033;0279;07019828;01;00033;00001;1;;;;
033;0296;07019827;01;00033;00001;1;;;;
033;0330;07019826;01;00033;00001;1;;;;
134;0088;07019830;01;00134;00001;1;;;;
127;0285;07019832;01;00127;00001;1;;;;
132;0005;07019831;01;00132;00001;1;;;;
132;0010;07019833;01;00132;00001;1;;;;
132;0015;07019834;01;00132;00001;1;;;;
132;0020;07019835;01;00132;00001;1;;;;
132;0025;07019836;01;00132;00001;1;;;;
132;0030;07019838;01;00132;00001;1;;;;
143;8187;07019839;01;00143;00001;1;;;;
143;8188;07019840;01;00143;00001;1;;;;
143;8189;07019841;01;00143;00001;1;;;;
077;6132;07019842;01;00077;00001;1;;;;
068;6040;07019843;01;00068;00001;1;;;;
068;6041;07019845;01;00068;00001;1;;;;
034;9028;07019844;01;00034;00001;1;;;;
034;9029;07019846;01;00034;00001;1;;;;
073;0185;07019847;01;00073;00001;1;;;;
073;0190;07019848;01;00073;00001;1;;;;
073;0195;07019849;01;00073;00001;1;;;;
040;0002;07019850;01;00040;00001;1;;;;
123;0008;07019851;01;00123;00001;1;;;;
043;0013;07019852;01;00043;00001;1;;;;
090;1243;07019853;01;00090;00001;1;;;;
076;9115;07019854;01;00076;00001;1;;;;
067;0031;07019855;01;00067;00001;1;;;;
067;0032;07019856;01;00067;00001;1;;;;
067;0033;07019857;01;00067;00001;1;;;;
001;0150;07019858;01;00001;00001;1;;;;
074;0024;07019860;01;00074;00001;1;;;;
143;8191;07019862;01;00143;00001;1;;;;
143;8192;07019863;01;00143;00001;1;;;;
143;8193;07019864;01;00143;00001;1;;;;
143;8195;07019865;01;00143;00001;1;;;;
143;8196;07019866;01;00143;00001;1;;;;
143;8197;07019867;01;00143;00001;1;;;;
143;8198;07019868;01;00143;00001;1;;;;
143;8199;07019869;01;00143;00001;1;;;;
143;8200;07019870;01;00143;00001;1;;;;
143;8201;07019871;01;00143;00001;1;;;;
143;8202;07019872;01;00143;00001;1;;;;
132;0143;07015925;01;00132;00001;1;;;;
132;0143;07015931;01;00132;00001;1;;;;
132;0143;07014628;01;00132;00001;1;;;;
132;0143;07014708;01;00132;00001;1;;;;
132;0143;07015309;01;00132;00001;1;;;;
132;0143;07015706;01;00132;00001;1;;;;
132;0143;07015709;01;00132;00001;1;;;;
132;0143;07016215;01;00132;00001;1;;;;
132;0143;07016345;01;00132;00001;1;;;;
132;0143;07016351;01;00132;00001;1;;;;
132;0143;07017135;01;00132;00001;1;;;;
132;0143;07017475;01;00132;00001;1;;;;
132;0143;07017919;01;00132;00001;1;;;;
132;0143;07019267;01;00132;00001;1;;;;
132;0143;07019489;01;00132;00001;1;;;;
132;0143;07019861;01;00132;00001;1;;;;
143;8203;07019873;01;00143;00001;1;;;;
124;0080;07019874;01;00124;00001;1;;;;
124;0085;07019875;01;00124;00001;1;;;;
124;0090;07019876;01;00124;00001;1;;;;
124;0095;07019877;01;00124;00001;1;;;;
114;0605;07019884;01;00114;00001;1;;;;
114;0610;07019886;01;00114;00001;1;;;;
114;0615;07019888;01;00114;00001;1;;;;
114;0620;07019889;01;00114;00001;1;;;;
114;0625;07019890;01;00114;00001;1;;;;
129;0235;07019878;01;00129;00001;1;;;;
129;0240;07019879;01;00129;00001;1;;;;
129;0245;07019880;01;00129;00001;1;;;;
