id;crut;clin;cter;creg;ccendis;ccono;care;czon;npdv;crutdis;tdes;csisven;ncompvt;ctipmod;cdis;cuser;cidpr;fupgr;tupgr;created_at;updated_at;dia_visita;vendedor_id;empresa_id;lista_precio_id;dia
12314;149;3;7;7;7;7;1;193;140;1;PARIACHI;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Jueves;28;1;1;4
12634;152;3;7;7;7;7;1;193;95;1;NIEVERIA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Martes;28;1;1;2
22128;170;3;7;7;7;7;1;193;115;1;DINOES - ATE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Viernes;28;1;1;5
22303;172;3;7;7;7;7;1;193;65;1;LOS ALTOS FICUS-STAA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Domingo;28;1;1;7
22478;173;3;7;7;7;7;1;193;116;1;CIENEGULLA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Lunes;28;1;1;1
28583;181;3;7;7;7;7;1;193;143;1;SAN MATEO-MATUCANA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Sábado;28;1;1;6
42602;184;3;7;7;7;7;1;193;43;1;MERCADOS-FOSATI;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Domingo;28;1;2;7
46298;230;3;7;7;7;7;1;193;0;1;SAN GERONIMO D SURCO;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
106;98;3;7;7;7;7;1;203;133;1;CHOSICA-QUIRIO;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Lunes;29;1;1;1
100;92;3;7;7;7;7;1;213;42;1;VITARTE-CARAPONGO AN;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Lunes;30;1;1;1
131;122;3;7;7;7;7;1;213;69;1;ANGIE-HUAMANTANGA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Martes;30;1;1;2
137;129;3;7;7;7;7;1;213;116;1;MONTENEGRO-PARADITA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Miércoles;30;1;1;3
140;133;3;7;7;7;7;1;213;66;1;VALLE SAGRADO-SARITA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Jueves;30;1;1;4
141;135;3;7;7;7;7;1;213;0;1;UNION-ANGIE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Viernes;30;1;1;5
23;42;3;7;7;7;7;1;223;156;1;CANTO REY;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Lunes;31;1;1;1
41;55;3;7;7;7;7;1;223;115;1;SAN HILARION - ARRIB;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Miércoles;31;1;1;3
60;54;3;7;7;7;7;1;223;149;1;TOTTUS PDRO 20;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Martes;31;1;1;2
44534;201;3;7;7;7;7;1;223;198;1;MERCADOS-GLADYS;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Jueves;31;1;2;4
33042;182;3;7;7;7;7;1;233;18;1;MERCADOS LUANA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
13120;159;3;7;7;7;7;1;243;60;1;LOS ANGELES-ATE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
19892;165;3;7;7;7;7;1;243;57;1;LOS HALCONES-CHACLAC;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
19893;167;3;7;7;7;7;1;243;80;1;JARDINES SANTA CLARA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
20918;168;3;7;7;7;7;1;243;69;1;HUAYCAN ZONA HPL;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
22302;171;3;7;7;7;7;1;243;59;1;LA MERCED - ATE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
35;15;3;7;7;7;7;1;253;133;1;SANTA MARIA;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Martes;32;1;1;2
37;25;3;7;7;7;7;1;253;142;1;PLANETAS-LAS FLORES;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Miércoles;32;1;1;3
45;23;3;7;7;7;7;1;253;92;1;SENATI LOS MONGOS;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Jueves;32;1;1;4
79;80;3;7;7;7;7;1;253;100;1;TERRASAS II;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Lunes;32;1;1;1
12635;158;3;7;7;7;7;1;253;79;1;ATE-SAN GREGORIO;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Viernes;32;1;1;5
13121;160;3;7;7;7;7;1;253;64;1;STA ANITA-PRODUCTORE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Sábado;32;1;1;6
42604;186;3;7;7;7;7;1;253;24;1;MERCADOS-JHON BENITE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Domingo;32;1;2;7
62;63;3;7;7;7;7;1;333;6;1;CENTRO JICAMARCA;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
74;75;3;7;7;7;7;1;333;133;1;MERCADOS WINTERS;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
77;78;3;7;7;7;7;1;333;156;1;MAYORISTA MULTIMARCA;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
78;79;3;7;7;7;7;1;333;28;1;MAYORISTA MULTIM II;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
83;84;3;7;7;7;7;1;333;15;1;HUERTOS DE HUACHIPA;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
87;72;3;7;7;7;7;1;333;7;1;JUAN PABLO-MIGUEL GR;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
90;85;3;7;7;7;7;1;333;39;1;AYACUCHO(LA.UNION)CA;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
91;86;3;7;7;7;7;1;333;118;1;GIOVANI MCD STA ANIT;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
92;87;3;7;7;7;7;1;333;257;1;VALENTINA - 27 ABRIL;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
93;113;3;7;7;7;7;1;333;49;1;STA ANITA EUCALIPTOS;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
94;121;3;7;7;7;7;1;333;75;1;GLORYA CHOSICA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
95;143;3;7;7;7;7;1;333;697;1;JULIO CHOSICA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
96;88;3;7;7;7;7;1;333;49;1;SAN ANTONIO CHOSICAD;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
97;89;3;7;7;7;7;1;333;12;1;ESTRELLA STA CLARA D;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
102;94;3;7;7;7;7;1;333;19;1;SANTAANITA-PLAZA VEA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
103;95;3;7;7;7;7;1;333;35;1;GIOVANI MCDO SJL;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
104;96;3;7;7;7;7;1;333;45;1;CHACLACAYO-ESTENOS;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
105;97;3;7;7;7;7;1;333;18;1;ATE-AMAUTA I;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
108;102;3;7;7;7;7;1;333;12;1;CHOSICA-SAN.ANTONIO;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
109;103;3;7;7;7;7;1;333;0;1;CORCONA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
110;104;3;7;7;7;7;1;333;0;1;SAN PEDRO MATUCANA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
111;105;3;7;7;7;7;1;333;82;1;CHOSICA-STA EULALIA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
112;106;3;7;7;7;7;1;333;14;1;STA MARIA PTE ANGELE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
113;107;3;7;7;7;7;1;333;15;1;ENTRADA HUAYCAN GLOR;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
114;108;3;7;7;7;7;1;333;4;1;ENTRADA HUAYCAN AREN;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
117;130;3;7;7;7;7;1;333;0;1;ARTURO II MARTES;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
118;126;3;7;7;7;7;1;333;21;1;STA ANITA PRODUCTORE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
120;998;3;7;7;7;7;1;333;0;1;RUTA PRUEBA;100;0;1;1;GOLOMIX;PF7PVI19   M;20/11/2022;07:58:35;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
121;110;3;7;7;7;7;1;333;79;1;CHOSICA SANTA MARIA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
122;111;3;7;7;7;7;1;333;107;1;HUAYCAN ZONA Z-Q-OJT;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
123;112;3;7;7;7;7;1;333;71;1;HUAYCAN ZONA P-F-B;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
124;114;3;7;7;7;7;1;333;217;1;CHOSICA-BATASOL;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
125;115;3;7;7;7;7;1;333;113;1;CHOSICA-CALIFORNIA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
126;117;3;7;7;7;7;1;333;102;1;HUAYCAN-ZONA G-E-D;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
127;118;3;7;7;7;7;1;333;80;1;STA ANITA-U.SAN.MART;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
128;119;3;7;7;7;7;1;333;45;1;STA ANITA-METROPOLIT;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
130;120;3;7;7;7;7;1;333;0;1;HUAYCAN-SAN JUAN;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
138;131;3;7;7;7;7;1;333;52;1;CAÑETE-MALA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
139;132;3;7;7;7;7;1;333;101;1;RUTA BODEGA GIVANNI;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
144;139;3;7;7;7;7;1;333;22;1;METRO LA HACIENDA JT;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
145;140;3;7;7;7;7;1;333;41;1;CAMPOY HUAYCOLORO JT;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
146;141;3;7;7;7;7;1;333;35;1;LOS MOLLES MIGUEL GR;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
147;333;3;7;7;7;7;1;333;0;1;VENTAS;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
153;145;3;7;7;7;7;1;333;271;1;ARCORD-CARLOS;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
11839;156;3;7;7;7;7;1;333;59;1;SANTA ANITA-OVALO;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
13941;161;3;7;7;7;7;1;333;12;1;ARCOR SUR-CARLOS;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
19556;164;3;7;7;7;7;1;333;46;1;SAN ANTONIO PEDREGAL;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
25133;174;3;7;7;7;7;1;333;14;1;STA ANITA-ANDAHUAYLA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
25311;175;3;7;7;7;7;1;333;0;1;YANACOTO-CHOSICA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
25848;176;3;7;7;7;7;1;333;31;1;PIEROLA - ATE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
26572;178;3;7;7;7;7;1;333;17;1;HUAYCAN FDE;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
27118;179;3;7;7;7;7;1;333;17;1;CANTUTA-CASA HUERTA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
67;99;3;7;7;7;7;1;1633;0;1;VENTA OFICINA;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
86;100;3;7;7;7;7;1;1633;36;1;MAYORISTAS EVITAMIEN;100;0;1;53;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Lunes;10;1;2;1
115;190;3;7;7;7;7;1;1633;100;1;VENTA OFI;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Martes;10;1;2;2
119;999;3;7;7;7;7;1;1633;0;1;TACHO;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;-;#N/D;#N/D;#N/D;#N/D
9327;150;3;7;7;7;7;1;1633;24;1;VENTAS OFICINAS;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Miércoles;10;1;2;3
29878;200;3;7;7;7;7;1;1633;114;1;VTA OFICINA;100;0;1;1;SISTEMA2;PF7PVI19   M;16/10/2024;10:58:07;30/12/2024 16:45;30/12/2024 16:45;Jueves;10;1;2;4
